DATAOUT, 'database', 'ranks', 'pub size', 'delay', 'total size', 'count', 'min latency', 'mean latency', 'max latency', 'variance latency'
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 192, 100000, 11520, 69120, 0.00120186805725098, 0.00264739466279193, 0.0381720066070557, 1.41478980747261e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 192, 10000, 115200, 691200, 0.000365018844604492, 0.00580292096292531, 0.0782129764556885, 0.000217212453784461
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 192, 10000, 115200, 691200, 0.000578880310058594, 0.00546335909170685, 0.0780191421508789, 0.000181500841867182
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 256, 1000000, 1536, 9216, 0.00171494483947754, 0.0116277210828331, 0.0526928901672363, 0.000228163557904936
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 256, 1000000, 1536, 9216, 0.00147199630737305, 0.0076104315618674, 0.0387070178985596, 0.000109546823008896
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 256, 100000, 15360, 92160, 0.001708984375, 0.00402966398073153, 0.0506811141967773, 3.05142195819794e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 256, 100000, 15360, 92160, 0.00148105621337891, 0.00355037077226573, 0.0432140827178955, 2.24315439953959e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 256, 10000, 153600, 921600, 0.000545024871826172, 0.0308855505556696, 0.273481130599976, 0.00568463388123157
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 256, 10000, 153600, 921600, 0.000703096389770508, 0.0307541006156761, 0.273478031158447, 0.0055539572089091
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 320, 1000000, 1920, 11520, 0.0124878883361816, 0.0289878019856082, 0.0877370834350586, 0.000417629140208024
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 320, 1000000, 1920, 11520, 0.0064699649810791, 0.0215192056571444, 0.0716531276702881, 0.000280172027614604
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 320, 100000, 19200, 115200, 0.00213217735290527, 0.00651083659380674, 0.058474063873291, 3.69593444301487e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 320, 100000, 19200, 115200, 0.00174999237060547, 0.00594286110252142, 0.0507030487060547, 2.81844174133375e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 320, 10000, 192000, 1152000, 0.000581979751586914, 0.0470905301821315, 0.357132196426392, 0.00854568389434848
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 320, 10000, 192000, 1152000, 0.000635147094726562, 0.0478109913532519, 0.354063987731934, 0.00836641248248128
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 384, 1000000, 2304, 13824, 0.00285792350769043, 0.0164271982869616, 0.0588259696960449, 0.00024738767548285
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 384, 1000000, 2304, 13824, 0.00214004516601562, 0.0134333721706989, 0.0509240627288818, 0.000188723315689608
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 384, 100000, 23040, 138240, 0.00257992744445801, 0.00781305492510674, 0.0569908618927002, 4.34081070817492e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 384, 100000, 23040, 138240, 0.0020749568939209, 0.00707635328484078, 0.0491089820861816, 3.4772120017711e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 384, 10000, 230400, 1382400, 0.000664949417114258, 0.122716326641298, 0.477972030639648, 0.0272935494340349
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 384, 10000, 230400, 1382400, 0.000781059265136719, 0.120306181076535, 0.445461988449097, 0.0252085780216478
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 448, 1000000, 2688, 16128, 0.00437283515930176, 0.0225450653316719, 0.0782930850982666, 0.000398938399963681
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 448, 1000000, 2688, 16128, 0.00250387191772461, 0.0181338833349328, 0.0665609836578369, 0.000289036635328423
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 448, 100000, 26880, 161280, 0.00301480293273926, 0.0113440335639531, 0.0619261264801025, 6.28767873726811e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 448, 100000, 26880, 161280, 0.00237298011779785, 0.0104621656416428, 0.0541131496429443, 5.47985819929204e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 448, 10000, 268800, 1612800, 0.000819921493530273, 0.29251884011803, 0.694417953491211, 0.0668373854529689
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 448, 10000, 268800, 1612800, 0.000855922698974609, 0.28984839068297, 0.6944260597229, 0.0582169787848345
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 512, 1000000, 3072, 18432, 0.00495409965515137, 0.024480468296032, 0.0830340385437012, 0.000457131513927095
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 512, 1000000, 3072, 18432, 0.0026860237121582, 0.0210243486152548, 0.0718379020690918, 0.000336259913127384
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 512, 100000, 30720, 184320, 0.00338006019592285, 0.0161803449542883, 0.0716009140014648, 9.50779232563887e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 512, 100000, 30720, 184320, 0.00264215469360352, 0.0152049062282054, 0.062885046005249, 8.38422260883783e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 6, 512, 10000, 307200, 1835008, 0.083996057510376, 0.527950207677999, 0.763297080993652, 0.0239268904583955
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 6, 512, 10000, 307200, 1835520, 0.0829079151153564, 0.566864810955439, 0.77931809425354, 0.0178077593397231
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 1, 1000000, 6, 42, 1.62124633789062e-05, 0.00824655237652007, 0.058276891708374, 0.000352187249426981
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 1, 1000000, 6, 42, 0.00031590461730957, 0.00624405770074754, 0.0457799434661865, 0.000208594463288781
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 1, 100000, 60, 420, -4.29153442382812e-05, 0.000674648511977423, 0.0366599559783936, 1.76139728533403e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 1, 100000, 60, 420, 0.0002899169921875, 0.000785489309401739, 0.0299780368804932, 1.13169795053885e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 1, 10000, 600, 4200, -6.60419464111328e-05, 0.000347961244128999, 0.0479879379272461, 6.76078498491129e-06
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 1, 10000, 600, 4200, 0.000288009643554687, 0.000638326520011539, 0.0421829223632812, 4.70862515634757e-06
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 64, 1000000, 384, 2688, 0.000457048416137695, 0.00734103426692032, 0.0426700115203857, 0.000185596405215215
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 64, 1000000, 384, 2688, 0.000611066818237305, 0.00600972115283921, 0.0358030796051025, 0.000127762266197418
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 64, 100000, 3840, 26880, 0.00043797492980957, 0.00164422487751359, 0.0424251556396484, 2.31287340376234e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 64, 100000, 3840, 26880, 0.000587940216064453, 0.00166043237383877, 0.0355579853057861, 1.59784405009136e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 64, 10000, 38400, 268800, 0.000196218490600586, 0.00122012102710349, 0.0570108890533447, 1.4402611576321e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 64, 10000, 38400, 268800, 0.000479936599731445, 0.00135559764557651, 0.0515038967132568, 1.18015149660908e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 128, 1000000, 768, 5376, 0.000940084457397461, 0.0109597910639076, 0.0488018989562988, 0.000208828286782823
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 128, 1000000, 768, 5376, 0.000976085662841797, 0.00899579056671687, 0.0417978763580322, 0.000151440266513249
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 128, 100000, 7680, 53760, 0.000865936279296875, 0.00422225737766851, 0.0613799095153809, 6.17182463493381e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 128, 100000, 7680, 53760, 0.000922203063964844, 0.0041489445160897, 0.0832529067993164, 5.78903882093197e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 128, 10000, 76800, 537600, 0.000198125839233398, 0.00220361033410189, 0.0688629150390625, 6.42422895185886e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 128, 10000, 76800, 537600, 0.000457048416137695, 0.00232976709625551, 0.0649969577789307, 5.99387113435755e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 192, 1000000, 1152, 8064, 0.00125384330749512, 0.0116644755656284, 0.0496590137481689, 0.000202751575476221
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 192, 1000000, 1152, 8064, 0.0011599063873291, 0.00905226992945822, 0.0422399044036865, 0.000148626459404129
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 192, 100000, 11520, 80640, 0.00127601623535156, 0.00431870464531202, 0.0550129413604736, 3.57205693579262e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 192, 100000, 11520, 80640, 0.00120997428894043, 0.00387542584526633, 0.0476548671722412, 2.66118584457336e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 192, 10000, 115200, 806400, 0.000351190567016602, 0.0101235787966658, 0.143741130828857, 0.000742133541136375
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 192, 10000, 115200, 806400, 0.000576019287109375, 0.00793208248321972, 0.132453918457031, 0.000533602440968253
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 256, 1000000, 1536, 10752, 0.00258517265319824, 0.0154104894027114, 0.060405969619751, 0.000285992722098915
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 256, 1000000, 1536, 10752, 0.00153684616088867, 0.0127914478736264, 0.0528318881988525, 0.000220938197709165
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 256, 100000, 15360, 107520, 0.00170493125915527, 0.00446668370139031, 0.0604140758514404, 4.36241625467869e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 256, 100000, 15360, 107520, 0.0014960765838623, 0.00403413092495785, 0.0526828765869141, 3.31720213577165e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 256, 10000, 153600, 1075200, 0.000581026077270508, 0.0242804503986346, 0.278069019317627, 0.00414227628254604
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 256, 10000, 153600, 1075200, 0.000713109970092773, 0.0220325818884053, 0.253544092178345, 0.00349828373394131
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 320, 1000000, 1920, 13440, 0.00313401222229004, 0.0143453774707658, 0.0674939155578613, 0.000345879705534257
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 320, 1000000, 1920, 13440, 0.00182199478149414, 0.0117095414726507, 0.0589079856872559, 0.000263021273304462
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 320, 100000, 19200, 134400, 0.00214290618896484, 0.00591755605169705, 0.066565990447998, 4.79237707885411e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 320, 100000, 19200, 134400, 0.00178384780883789, 0.00538663195002647, 0.0592288970947266, 3.73569523202698e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 320, 10000, 192000, 1344000, 0.000484228134155273, 0.0803696470620732, 0.430707931518555, 0.0157347749414198
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 320, 10000, 192000, 1344000, 0.000638008117675781, 0.0814467538100268, 0.432316064834595, 0.0150645437259348
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 384, 1000000, 2304, 16128, 0.00384306907653809, 0.0220218447761403, 0.0734460353851318, 0.000360180195173451
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 384, 1000000, 2304, 16128, 0.00212192535400391, 0.0183617983989063, 0.0719199180603027, 0.000315694526838263
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 384, 100000, 23040, 161280, 0.00256896018981934, 0.0065566788102308, 0.0724050998687744, 5.81895285521782e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 384, 100000, 23040, 161280, 0.00205588340759277, 0.00582364453298468, 0.0639140605926514, 4.6102052281591e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 384, 10000, 230400, 1612800, 0.000637054443359375, 0.294634138604419, 0.743345022201538, 0.0750142814426179
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 384, 10000, 230400, 1612800, 0.000789880752563477, 0.304508837447723, 0.72413182258606, 0.0699116533800248
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 448, 1000000, 2688, 18816, 0.00449299812316895, 0.0242127158558693, 0.0793328285217285, 0.000416639649979691
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 448, 1000000, 2688, 18816, 0.00243711471557617, 0.0204395036891001, 0.0702788829803467, 0.000339972463868627
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 448, 100000, 26880, 188160, 0.00295019149780273, 0.00828451143108866, 0.0884130001068115, 7.47435087316048e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 448, 100000, 26880, 188160, 0.00231695175170898, 0.00801243036731976, 0.0783181190490723, 6.31016627951988e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 448, 10000, 268800, 1821568, 0.0922918319702148, 0.505279367142, 0.719789981842041, 0.0158646470109345
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 448, 10000, 268800, 1823360, 0.0848069190979004, 0.521940811034246, 0.862581014633179, 0.017469359002459
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 512, 1000000, 3072, 21504, 0.00348114967346191, 0.0234334734268486, 0.088798999786377, 0.000514148533303412
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 512, 1000000, 3072, 21504, 0.00268197059631348, 0.0199859616723621, 0.0807869434356689, 0.000436230296311211
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 512, 100000, 30720, 215040, 0.00336313247680664, 0.0110013398685537, 0.0977158546447754, 0.00012374605297901
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 512, 100000, 30720, 215040, 0.00264120101928711, 0.0101829056384131, 0.0949320793151855, 0.000110582432974255
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 7, 512, 10000, 307200, 1897472, 0.0218410491943359, 0.978295970401042, 1.54549217224121, 0.0317953909504712
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 7, 512, 10000, 307200, 1898496, 0.0180869102478027, 1.01178768210848, 1.74473595619202, 0.065428596775223
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 1, 1000000, 6, 48, -2.00271606445312e-05, 0.00663079818089803, 0.0443968772888184, 0.000211932028444137
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 1, 1000000, 6, 48, 0.000305891036987305, 0.0055588831504186, 0.0374729633331299, 0.000146345782905375
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 1, 100000, 60, 480, -3.91006469726562e-05, 0.000814621647198995, 0.0443339347839355, 2.77251836018395e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 1, 100000, 60, 480, 0.000287055969238281, 0.000953824818134308, 0.0377490520477295, 1.96139247880621e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 1, 10000, 600, 4800, -5.19752502441406e-05, 0.000554540505011876, 0.0572290420532227, 1.42788130683801e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 1, 10000, 600, 4800, 0.000284910202026367, 0.000832078208525976, 0.0501549243927002, 1.12643053919757e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 64, 1000000, 384, 3072, 0.000503063201904297, 0.00895649016213914, 0.0514981746673584, 0.000276961499858928
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 64, 1000000, 384, 3072, 0.000671863555908203, 0.00756502159250279, 0.0446250438690186, 0.000205366336377781
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 64, 100000, 3840, 30720, 0.000458002090454102, 0.00219162666083624, 0.0511651039123535, 3.2472730553966e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 64, 100000, 3840, 30720, 0.000634908676147461, 0.00204720353552451, 0.0442690849304199, 2.36618805868254e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 64, 10000, 38400, 307200, 0.000154018402099609, 0.00158021730991701, 0.0658318996429443, 3.05443186182287e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 64, 10000, 38400, 307200, 0.000432968139648437, 0.00169570096613218, 0.0621769428253174, 2.82463712460815e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 128, 1000000, 768, 6144, 0.00143098831176758, 0.0120698467362672, 0.0544722080230713, 0.000264453821352321
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 128, 1000000, 768, 6144, 0.000977993011474609, 0.00983116263523698, 0.0474200248718262, 0.000200467810722847
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 128, 100000, 7680, 61440, 0.000926017761230469, 0.00363607290200889, 0.0545399188995361, 3.70192960150396e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 128, 100000, 7680, 61440, 0.000946998596191406, 0.00327408201992512, 0.0471761226654053, 2.69583211576308e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 128, 10000, 76800, 614400, 0.000199794769287109, 0.00708642548959081, 0.124514102935791, 0.000546300956009996
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 128, 10000, 76800, 614400, 0.000461816787719727, 0.00651659166750809, 0.118933916091919, 0.000471487927961772
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 192, 1000000, 1152, 9216, 0.00199389457702637, 0.014254387261139, 0.0590059757232666, 0.000288069962532121
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 192, 1000000, 1152, 9216, 0.0012519359588623, 0.0113305185093648, 0.0513870716094971, 0.000224711066256961
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 192, 100000, 11520, 92160, 0.00231099128723145, 0.00954274252936658, 0.0799679756164551, 8.12290170621957e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 192, 100000, 11520, 92160, 0.00214791297912598, 0.00896813791090002, 0.0725679397583008, 6.70381589510236e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 192, 10000, 115200, 921600, 0.000379800796508789, 0.0128483480515165, 0.200942039489746, 0.0013920989408945
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 192, 10000, 115200, 921600, 0.000581979751586914, 0.0123822025036336, 0.200522899627686, 0.00123322403507438
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 256, 1000000, 1536, 12288, 0.00263094902038574, 0.0217895298070895, 0.0732300281524658, 0.000367470501044251
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 256, 1000000, 1536, 12288, 0.00153994560241699, 0.0181633436198657, 0.0649600028991699, 0.000299290106118379
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 256, 100000, 15360, 122880, 0.00179600715637207, 0.00676200002005013, 0.0768189430236816, 7.05549153768903e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 256, 100000, 15360, 122880, 0.00158596038818359, 0.00634584294748493, 0.069706916809082, 5.82097410639895e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 256, 10000, 153600, 1228800, 0.000416994094848633, 0.0578655288077425, 0.421766996383667, 0.0124259283320253
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 256, 10000, 153600, 1228800, 0.000544071197509766, 0.063309438029537, 0.42296290397644, 0.0123635663421392
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 320, 1000000, 1920, 15360, 0.00312900543212891, 0.0216188210062683, 0.0802071094512939, 0.000487721959721916
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 320, 1000000, 1920, 15360, 0.00181198120117187, 0.0185848318971694, 0.0720920562744141, 0.000402805353809023
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 320, 100000, 19200, 153600, 0.00214004516601562, 0.0136992536128188, 0.0992209911346436, 0.00013645529450904
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 320, 100000, 19200, 153600, 0.0016939640045166, 0.0135014779213816, 0.0919930934906006, 0.000113503511827091
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 320, 10000, 192000, 1536000, 0.000529050827026367, 0.1982402779952, 0.533736944198608, 0.0338556567465861
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 320, 10000, 192000, 1536000, 0.000672101974487305, 0.178311656459545, 0.530674934387207, 0.0295133565157889
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 384, 1000000, 2304, 18432, 0.0038299560546875, 0.0267493731290516, 0.0883040428161621, 0.000526812596753465
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 384, 1000000, 2304, 18432, 0.00213289260864258, 0.023204027610417, 0.0865931510925293, 0.000451433629706858
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 384, 100000, 23040, 184320, 0.00258088111877441, 0.00800933334459033, 0.0880200862884521, 9.23924844752329e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 384, 100000, 23040, 184320, 0.00207209587097168, 0.00736463020115884, 0.0865781307220459, 7.95245854884994e-05
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 384, 10000, 230400, 1843200, 0.00073695182800293, 0.32834207745049, 0.715356826782227, 0.0639447209154447
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 384, 10000, 230400, 1843200, 0.000791788101196289, 0.352435014235994, 0.704582929611206, 0.0573019236648083
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 448, 1000000, 2688, 21504, 0.00305795669555664, 0.0272296696590881, 0.0993549823760986, 0.00066202366305825
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 448, 1000000, 2688, 21504, 0.00240707397460937, 0.0238861378637098, 0.0905880928039551, 0.000535096682142555
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 448, 100000, 26880, 215040, 0.00304102897644043, 0.0109032910306095, 0.119832038879395, 0.000179361366242981
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 448, 100000, 26880, 215040, 0.0022130012512207, 0.0101583090821458, 0.110728979110718, 0.000160532266520267
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 448, 10000, 268800, 1804544, 0.105255126953125, 1.2436338954599, 1.89739918708801, 0.0903210634900437
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 448, 10000, 268800, 1805440, 0.104397058486938, 1.27384171730798, 2.09565305709839, 0.123121886857513
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00000.db, 8, 512, 1000000, 3072, 24576, 0.00345087051391602, 0.0330436722724698, 0.106414079666138, 0.000771013881200591
DATAOUT, /home/khuck/src/sos_flow_experiments/parameter_sweep/sosd.00001.db, 8, 512, 1000000, 3072, 24576, 0.00267601013183594, 0.0299438845055799, 0.0969760417938232, 0.000665353752697974
